Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Credit_Score,Number_of_Credit_Lines,Credit_Utilization_Ratio,Debt_To_Income_Ratio,Number_of_Late_Payments,sss,Total_Transactions_Last_Year,Total_Spend_Last_Year,Defaulted,CLV,Total_Transactions,Avg_Transaction_Amount,Max_Transaction_Amount,Min_Transaction_Amount,Fraud_Transactions,Unique_Merchant_Categories,Unique_Transaction_Cities,,
CUST_05330,68,Male,Single,Bachelor,Employed,68109,597,5,0.26,0.92,0,21,177,8164,0,20366,20,462.7455,1522.15,4.43,0,8,14,,
CUST_05331,47,Male,Married,Bachelor,Employed,51871,661,8,0.76,0.64,3,26,28,6237,1,15392,17,594.0647059,1730.04,26.07,0,8,12,,
CUST_05332,43,Male,Married,High School,Self-employed,69637,669,8,0.23,0.52,0,16,157,11869,0,18464,17,365.1258823529411,1027.31,47.96,0,10,14,,
CUST_05333,44,Female,Single,Bachelor,Self-employed,56187,645,5,0.03,0.76,1,20,82,14778,0,72277,17,380.9111764705882,1046.83,60.07,0,7,11,,
CUST_05334,29,Female,Single,Bachelor,Employed,47755,652,5,0.48,0.32,1,1,85,13727,1,62285,27,540.6962962962963,2491.37,0.8,1,9,13,,
CUST_05335,55,Female,Divorced,Bachelor,Employed,79815,747,7,0.77,0.97,1,15,63,28453,0,129738,25,456.35720000000003,2279.31,22.25,0,10,12,,
CUST_05336,40,Male,Married,High School,Employed,52737,641,1,0.21,0.48,2,22,25,18755,0,29620,19,507.0889473684211,1465.26,18.37,0,9,14,,
CUST_05337,57,Female,Single,High School,Self-employed,38449,691,1,0.05,0.93,1,23,156,13598,0,40040,24,522.225,1800.32,20.18,1,9,13,,
CUST_05338,62,Female,Married,High School,Self-employed,52333,593,1,0.37,0.76,0,10,118,9081,0,33976,19,426.99368421052634,1316.88,45.56,0,9,14,,
CUST_05339,37,Male,Single,High School,Employed,63696,619,8,0.2,0.21,2,9,168,16727,1,19629,24,572.1679166666667,1937.1,2.7,0,8,15,,
CUST_05340,67,Male,Married,Bachelor,Self-employed,65051,608,8,0.38,0.22,1,9,79,18514,0,20167,18,467.9316666666667,1769.41,20.22,0,8,11,,
CUST_05341,51,Male,Married,High School,Unemployed,43656,697,4,0.92,0.35,0,20,198,10575,0,18705,22,467.34772727272724,1320.93,24.9,1,8,12,,
CUST_05342,28,Female,Single,High School,Unemployed,69335,672,5,0.74,0.37,3,27,103,7457,0,18440,28,534.0735714285714,3279.71,8.33,0,9,15,,
CUST_05343,35,Male,Married,Bachelor,Unemployed,59362,690,7,0.37,0.01,1,24,53,12550,0,19208,20,416.43149999999997,1135.64,63.71,0,7,12,,
CUST_05344,51,Male,Single,Bachelor,Self-employed,38239,645,6,0.33,0.86,1,21,29,5437,0,9172,19,397.84263157894736,1565.61,4.31,1,8,10,,
CUST_05345,50,Male,Married,PhD,Employed,34924,570,2,0.92,0.24,0,2,123,3660,1,15618,22,404.7013636363636,1541.42,55.98,0,9,11,,
CUST_05346,66,Female,Divorced,Master,Employed,63178,674,7,0.89,0.82,2,14,120,8476,1,35504,11,437.26545454545453,2086.3,28.05,0,7,8,,
CUST_05347,40,Female,Single,Master,Self-employed,55181,666,2,0.6,0.48,1,18,151,18127,0,74383,15,689.9426666666666,2851.94,7.17,0,7,9,,
CUST_05348,59,Female,Married,High School,Employed,46732,705,4,0.36,0.59,0,3,126,14185,0,27829,19,394.82526315789477,1525.89,21.37,0,10,12,,
CUST_05349,32,Female,Married,Bachelor,Employed,50694,677,4,0.79,0.54,1,14,138,13051,1,24454,17,689.9141176470589,3165.75,85.61,0,8,12,,
CUST_05350,69,Female,Married,Bachelor,Employed,58525,658,5,0.66,0.94,0,22,158,20448,0,93040,24,612.3466666666667,1874.91,12.92,1,9,14,,
CUST_05351,37,Male,Single,Master,Self-employed,58161,671,1,0.56,0.42,2,21,84,12962,1,57928,32,534.1209375,2552.78,2.24,0,10,15,,
CUST_05352,62,Male,Married,High School,Employed,58183,694,3,0.74,0.39,2,3,171,11051,1,27302,27,521.7103703703704,1487.52,35.34,0,9,16,,
CUST_05353,50,Female,Divorced,Bachelor,Employed,57774,692,8,0.13,0.61,1,21,154,12868,0,42569,20,493.4615,1675.97,21.71,0,8,11,,
CUST_05354,49,Female,Single,Bachelor,Employed,89580,628,6,0.93,0.38,2,18,66,12765,1,49305,22,631.4840909090909,2564.36,15.97,1,10,13,,
CUST_05355,39,Female,Single,Bachelor,Unemployed,52344,579,3,0.97,0.61,0,8,99,15441,1,73107,13,499.09076923076924,1680.89,31.33,0,5,10,,
CUST_05356,66,Male,Single,Bachelor,Employed,70940,685,2,0.35,0.57,0,10,189,17442,0,21611,29,501.99724137931037,1892.53,2.53,0,10,14,,
CUST_05357,31,Male,Married,High School,Employed,69122,650,6,0.95,0.78,0,7,92,26927,1,88478,22,626.9377272727272,1715.53,31.85,0,9,12,,
CUST_05358,54,Male,Divorced,Bachelor,Employed,51283,639,3,0.8,0.99,2,0,148,15110,1,70529,21,372.4433333333333,742.85,30.84,0,9,11,,
CUST_05359,27,Female,Married,Bachelor,Employed,34519,703,7,0.94,0.98,0,21,96,10277,0,21036,15,555.9879999999999,1605.41,99.93,0,8,12,,
CUST_05360,64,Female,Single,High School,Employed,53702,638,7,0.92,0.12,1,14,119,16261,0,21207,21,364.2966666666666,1135.35,26.65,0,9,14,,
CUST_05361,54,Female,Married,Master,Self-employed,35148,671,2,0.2,0.45,2,1,93,4851,0,7255,13,466.5338461538462,1396.53,25.7,0,7,8,,
CUST_05362,40,Female,Single,Master,Unemployed,32815,717,4,0.26,0.42,2,14,45,12238,0,16889,23,593.39,1833.23,61.25,1,9,13,,
CUST_05363,58,Male,Single,High School,Employed,52367,673,3,0.26,0.19,1,28,108,11575,0,15003,23,433.33217391304345,2320.8,8.75,0,9,14,,
CUST_05364,44,Male,Married,High School,Employed,61190,613,8,0.09,0.74,1,14,16,10815,0,18149,19,372.6742105263158,1560.15,14.13,2,9,14,,
CUST_05365,30,Male,Single,Bachelor,Self-employed,56786,633,8,0.4,0.97,1,10,12,6319,1,23464,12,464.3333333333333,884.2,172.9,0,7,11,,
CUST_05366,52,Female,Married,Bachelor,Employed,35536,653,4,0.36,0.15,2,17,145,11237,1,12372,21,521.3261904761905,1201.88,1.59,0,8,14,,
CUST_05367,35,Male,Married,Bachelor,Employed,41783,682,4,0.34,0.27,1,9,29,12094,0,27529,20,521.61,1202.93,7.32,0,7,12,,
CUST_05368,57,Female,Married,Master,Self-employed,62257,675,6,0.35,0.86,0,22,87,13105,0,38303,18,473.56388888888887,1419.23,49.16,2,9,12,,
CUST_05369,40,Female,Divorced,PhD,Self-employed,69296,619,6,0.06,0.31,1,18,130,14141,0,24386,17,501.1411764705882,1470.34,10.79,0,8,12,,
CUST_05370,23,Male,Divorced,Bachelor,Self-employed,47485,676,6,0.19,0.44,2,16,186,13094,1,19784,17,621.8876470588235,2503.61,28.57,1,8,11,,
CUST_05371,57,Male,Single,High School,Employed,59578,819,2,0.3,0.74,1,26,24,7375,0,9114,20,373.0725,949.93,8.96,0,10,13,,
CUST_05372,60,Male,Divorced,Bachelor,Self-employed,63091,665,8,0.89,0.13,0,28,42,24343,1,121576,18,314.8588888888889,1005.67,16.37,1,8,12,,
CUST_05373,28,Female,Married,Bachelor,Employed,85903,622,7,0.93,0.53,3,9,176,15135,1,24064,16,376.983125,975.64,36.29,0,9,10,,
CUST_05374,60,Male,Married,Master,Employed,83718,712,2,0.29,0.11,0,24,26,16501,1,61558,15,630.7646666666666,1735.56,2.85,1,9,12,,
CUST_05375,64,Male,Single,High School,Self-employed,68935,614,8,0.69,0.31,1,26,27,14122,0,51845,22,412.5327272727273,1400.45,7.68,1,9,14,,
CUST_05376,43,Female,Single,Bachelor,Employed,29281,719,1,0.85,0.24,0,21,148,10193,1,34796,25,482.4996,1953.83,27.9,0,10,15,,
CUST_05377,60,Female,Divorced,Bachelor,Employed,82175,641,7,0.51,0.73,2,16,177,9653,0,39364,14,557.5078571428571,1344.77,1.64,0,8,10,,
CUST_05378,31,Female,Single,Bachelor,Self-employed,67092,680,6,0.76,0.15,2,29,192,16128,0,39501,17,584.1064705882353,1954.32,52.94,0,8,13,,
CUST_05379,66,Female,Single,High School,Self-employed,50255,620,9,0.98,0.66,0,24,185,17137,1,57188,27,677.3462962962963,2611.89,2.93,0,10,18,,
CUST_05380,28,Female,Single,Master,Employed,89565,672,3,0.16,0.58,0,14,167,31854,0,53217,21,532.1509523809524,2328.7,27.75,0,10,13,,
CUST_05381,49,Female,Divorced,Bachelor,Employed,55264,667,9,0.07,0.68,3,2,75,15589,0,39004,28,449.9017857142857,1914.49,15.58,1,9,15,,
CUST_05382,50,Male,Married,Master,Self-employed,92256,701,5,0.64,0.88,2,8,115,19218,0,94100,17,364.5141176470588,812.82,59.31,1,7,12,,
CUST_05383,30,Male,Divorced,Bachelor,Self-employed,43072,632,5,0.51,0.53,1,1,93,12742,0,44765,16,432.1625,1236.14,51.88,0,7,15,,
CUST_05384,59,Female,Single,Bachelor,Self-employed,53581,714,6,0.3,0.72,1,0,100,9603,0,16260,23,445.15521739130435,1347.08,33.88,0,9,14,,
CUST_05385,48,Female,Single,PhD,Employed,29128,672,3,0.92,0.8,1,22,45,4159,1,19505,22,451.9027272727273,1622.89,10.7,0,10,14,,
CUST_05386,69,Female,Married,PhD,Employed,53036,544,4,0.85,0.7,1,9,68,8944,0,24024,20,766.4705,2881.6,12.35,0,8,11,,
CUST_05387,56,Female,Married,PhD,Employed,78069,665,6,0.26,0.32,0,28,188,24609,0,60042,24,464.8245833333333,1622.76,3.8,1,9,12,,
CUST_05388,33,Female,Single,High School,Employed,51637,528,5,0.77,0.96,2,1,37,17981,1,47904,22,508.4968181818182,1576.37,4.13,0,9,15,,
CUST_05389,52,Male,Single,Bachelor,Employed,47451,582,8,0.83,0.06,1,13,74,8763,0,25282,17,560.2247059,2320.64,14.25,0,8,10,,
CUST_05390,56,Male,Single,High School,Employed,78765,634,7,0.33,0.37,0,18,103,27989,1,66914,25,434.7756,3092.83,7.22,0,9,14,,
CUST_05391,57,Male,Single,Bachelor,Employed,62364,561,1,0.1,0.82,0,29,85,18340,0,31849,21,446.2038095238096,2234.92,35.11,0,10,16,,
CUST_05392,46,Female,Married,High School,Employed,62048,610,6,0.85,0.35,0,6,187,12740,1,20226,18,441.3361111111111,1732.42,4.6,0,8,12,,
CUST_05393,42,Male,Single,Bachelor,Employed,43562,644,5,0.1,0.55,1,0,129,17132,0,53517,17,576.3264705882352,1593.4,13.26,1,8,12,,
CUST_05394,24,Male,Single,Master,Employed,44838,644,9,0.48,0.13,2,7,155,6457,1,12520,14,534.6785714285714,1513.66,27.14,1,8,11,,
CUST_05395,51,Male,Single,Bachelor,Employed,56295,602,3,0.19,0.86,2,6,132,19223,0,87449,13,343.85615384615386,1055.59,44.98,0,9,11,,
CUST_05396,38,Male,Single,Master,Employed,31016,656,4,0.93,0.93,3,13,176,9191,0,42596,20,544.5649999999999,1523.23,7.65,1,10,14,,
CUST_05397,58,Male,Divorced,High School,Employed,72012,717,4,0.11,0.98,2,2,182,28103,0,65625,17,369.3158823529412,1409.57,7.91,0,9,13,,
CUST_05398,44,Male,Single,Master,Employed,69178,644,4,0.12,0.08,0,11,177,24266,0,41164,13,470.19153846153847,2556.17,32.33,0,8,10,,
CUST_05399,43,Female,Single,High School,Employed,66264,622,9,0.7,0.2,2,13,111,15682,1,64317,15,608.3473333333334,2147.07,27.23,0,8,10,,
CUST_05400,42,Male,Married,Bachelor,Self-employed,40256,668,8,0.21,0.49,0,20,107,14059,0,19733,18,491.9366666666667,1766.5,32.93,0,8,14,,
CUST_05401,22,Male,Married,Bachelor,Self-employed,70562,598,9,0.13,0.27,2,10,162,7069,0,32177,26,450.5307692307692,1387.95,2.35,2,9,15,,
CUST_05402,51,Female,Married,Master,Employed,47192,703,4,0.17,0.64,1,29,40,5428,1,13850,18,434.45166666666665,1692.51,6.41,1,7,10,,
CUST_05403,31,Female,Single,PhD,Self-employed,78612,709,3,0.6,0.85,1,27,83,19553,0,37886,19,339.9284210526316,894.24,3.47,1,8,14,,
CUST_05404,48,Male,Married,High School,Employed,55416,746,5,0.22,0.13,1,17,118,16574,0,73154,20,477.65950000000004,2210.2,2.89,0,10,12,,
CUST_05405,66,Male,Married,High School,Employed,61169,674,2,0.38,0,3,1,115,7117,0,25430,19,610.4247368421053,1783.54,34.26,0,8,13,,
CUST_05406,52,Female,Single,Bachelor,Unemployed,69463,597,5,0.85,0.99,1,8,17,23058,0,25414,21,453.5985714285714,2091.64,9.77,0,10,14,,
CUST_05407,25,Male,Single,Bachelor,Employed,64504,700,2,0.18,0.45,1,25,135,20701,0,100994,17,422.74,1224.64,16.59,0,9,10,,
CUST_05408,58,Male,Married,Bachelor,Employed,11920,570,2,0.83,0.07,1,1,81,1600,1,7873,23,375.8069565217391,1493.16,32.11,0,9,14,,
CUST_05409,30,Male,Married,High School,Self-employed,34099,710,7,0.78,0.59,0,14,90,8186,1,35820,22,468.6027272727273,1360.79,15.02,0,9,15,,
CUST_05410,60,Male,Divorced,Master,Unemployed,48223,657,4,0.83,0.75,1,8,72,10664,1,46186,19,658.0157894736842,3460.86,87.35,1,7,11,,
CUST_05411,66,Female,Married,High School,Unemployed,66094,625,6,0.35,0.8,1,27,186,16470,0,23782,15,713.2613333333334,2004.18,112.58,0,7,11,,
CUST_05412,44,Female,Married,Bachelor,Unemployed,85792,629,9,0.47,0.57,3,10,47,10739,1,14938,20,390.793,1133.36,8.14,1,9,14,,
CUST_05413,55,Female,Single,High School,Employed,55398,641,3,0.71,0.68,3,28,76,9542,0,11866,17,442.4958823529412,1786.97,7.51,0,9,12,,
CUST_05414,64,Female,Married,PhD,Employed,72167,706,1,0.04,0.48,2,29,49,28827,0,65830,28,582.7214285714286,1975.78,3.7,0,9,16,,
CUST_05415,68,Male,Married,High School,Employed,70175,557,3,0.66,0.62,2,20,108,20049,0,37141,21,454.31523809523816,2155.75,3.42,0,7,13,,
CUST_05416,43,Female,Married,Master,Employed,39898,670,3,0.12,0.95,0,0,114,11777,0,26902,14,876.1885714285714,4654.1,32.02,0,8,12,,
CUST_05417,37,Male,Single,High School,Employed,59920,690,3,0.29,0.99,1,19,137,16645,0,60410,20,243.608,991.69,5.94,1,9,10,,
CUST_05418,21,Male,Single,Bachelor,Self-employed,50972,595,4,0.81,0.63,1,25,82,16332,1,33836,22,331.575,1155.64,18.86,0,8,13,,
CUST_05419,51,Female,Married,PhD,Employed,46203,737,3,0.64,0.58,0,19,72,15444,1,45449,20,496.87750000000005,1868.72,18.97,0,9,12,,
CUST_05420,51,Female,Single,High School,Employed,85523,710,5,0.62,0.35,2,8,130,8842,0,32926,22,689.0109090909091,2036.29,18.29,0,9,15,,
CUST_05421,62,Male,Single,Master,Employed,65730,615,8,0.23,0.32,0,15,136,14863,0,23982,23,499.04173913043485,1620.53,12.07,0,8,18,,
CUST_05422,62,Female,Single,PhD,Employed,47483,661,3,0.67,0.92,1,18,39,18569,1,92204,18,616.5472222222222,2130.36,77.98,1,9,11,,
CUST_05423,54,Male,Single,Bachelor,Self-employed,51054,602,6,0.13,0.67,0,25,45,15127,0,67658,16,452.98312500000003,1222.57,2.32,0,7,13,,
CUST_05424,29,Male,Married,High School,Employed,61942,630,1,0.96,0.46,2,28,178,22746,0,89706,25,424.0268,2298.6,24.34,0,10,16,,
CUST_05425,42,Male,Married,Master,Employed,65574,572,4,0.25,0.67,2,7,129,14015,0,69446,17,766.3282352941177,2000.93,56.98,0,7,9,,
CUST_05426,33,Female,Single,Master,Employed,30640,652,1,0.83,0.12,2,26,50,4094,0,5482,18,530.065,1215.67,7.65,0,9,12,,
CUST_05427,45,Female,Married,PhD,Employed,79966,586,2,0.92,0.94,0,9,154,12089,0,14617,19,622.4894736842105,1958.88,22.35,0,9,11,,
CUST_05428,68,Female,Married,Master,Employed,63061,600,3,0.17,0.52,3,14,71,12737,0,25822,15,308.5686666666667,824.23,30.29,0,7,11,,
CUST_05429,38,Male,Divorced,Bachelor,Employed,46146,671,5,0.01,0.33,1,14,165,17771,1,41665,13,448.6030769230769,1235.51,9.04,0,7,10,,
CUST_05430,32,Male,Married,Bachelor,Employed,96248,665,9,0.87,0.01,1,17,75,37609,1,137684,29,538.7468965517241,2099.71,7.33,0,10,17,,
CUST_05431,60,Female,Married,Bachelor,Employed,66536,604,9,0.76,0.68,0,18,118,23854,0,119031,25,432.8212,1320.58,20.26,0,10,13,,
CUST_05432,37,Male,Single,Bachelor,Unemployed,83233,576,3,0.15,0.97,0,23,64,22306,0,103336,20,403.1925,1544.22,20.63,1,8,12,,
CUST_05433,35,Male,Married,Bachelor,Employed,78660,678,8,0.83,0.56,1,12,18,21120,1,76084,21,424.08523809523814,1759.2,33.16,0,9,13,,
CUST_05434,62,Female,Married,Master,Employed,90277,684,2,0.81,0.33,2,13,196,31640,1,57706,21,478.5395238095238,1649.58,19.22,0,10,14,,
CUST_05435,35,Female,Married,Bachelor,Employed,75877,701,9,0.46,0.42,1,29,30,8879,0,28617,25,442.7084,1726.41,36.78,0,10,16,,
CUST_05436,35,Male,Single,Master,Employed,74171,701,4,0.95,0.57,0,11,137,16791,0,67331,18,636.7511111111112,2168.89,44.49,1,9,10,,
CUST_05437,59,Male,Married,High School,Employed,71475,667,2,0.58,0.69,0,6,57,20578,0,85748,16,385.98,963.06,86.02,0,8,13,,
CUST_05438,33,Male,Divorced,Bachelor,Unemployed,81596,641,5,0.44,0.18,1,6,174,10504,1,52088,13,523.9153846153846,1422.74,6.99,0,6,8,,
CUST_05439,37,Female,Married,Bachelor,Employed,51557,622,7,0.01,0.94,1,3,166,6490,0,8186,11,551.5881818181819,3079.19,40.45,0,5,10,,
CUST_05440,52,Female,Married,High School,Employed,66234,680,6,0.95,0.41,3,15,30,11233,1,53575,25,482.4068,1497.38,6.16,2,8,15,,
CUST_05441,29,Female,Single,Bachelor,Employed,51758,602,9,0.13,0.62,0,27,152,14254,0,23681,19,390.74157894736845,1312.69,1.97,0,8,11,,
CUST_05442,60,Male,Single,PhD,Self-employed,73975,672,7,0.3,0.91,0,3,157,25987,0,92026,22,521.3686363636364,1660.08,77.81,0,10,13,,
CUST_05443,40,Male,Married,Bachelor,Employed,55521,566,6,0.73,0.58,1,14,21,15569,0,57380,28,476.64,1413.6,21.48,0,10,15,,
CUST_05444,46,Female,Single,High School,Employed,56639,680,8,0.01,0.68,0,2,19,16948,0,35370,23,575.1308695652174,1595.72,0.99,0,8,14,,
CUST_05445,47,Female,Married,Bachelor,Employed,31394,661,7,0.54,0.63,1,11,125,6155,0,10016,19,408.2936842105263,1539.76,8.26,0,9,12,,
CUST_05446,41,Female,Married,Bachelor,Unemployed,89895,606,7,0.16,0.25,0,27,102,19930,0,44753,19,548.07,1677.96,38.46,0,10,11,,
CUST_05447,38,Male,Married,Bachelor,Employed,41395,646,8,0.02,0.96,2,25,56,13900,0,30366,23,454.7965217391304,3056.38,36.23,0,9,14,,
CUST_05448,33,Female,Married,Bachelor,Employed,66419,644,6,0.64,0.47,0,11,176,22197,0,92514,23,577.3495652173914,1970.94,67.61,0,10,11,,
CUST_05449,36,Female,Married,High School,Employed,69204,734,5,0.6,0.1,0,16,26,27469,0,50631,14,360.33,1191.68,39.59,1,10,9,,
CUST_05450,29,Female,Single,Bachelor,Unemployed,81150,637,4,0.73,1,1,3,29,8284,0,32435,18,725.8427777777778,2739.43,26.59,0,9,12,,
CUST_05451,32,Female,Married,Master,Employed,52610,664,8,0.62,0.65,0,25,167,16479,0,26322,20,465.88149999999996,1376.53,14.74,0,8,14,,
CUST_05452,64,Male,Married,Bachelor,Employed,39615,675,9,0.44,0.61,0,10,25,15513,0,40497,14,502.97142857142853,1244.34,47.33,0,6,11,,
CUST_05453,58,Male,Divorced,High School,Employed,74415,636,9,0.48,0.92,2,0,157,27805,0,46633,22,453.96454545454543,2624.31,0.06,0,10,12,,
CUST_05454,39,Male,Married,PhD,Unemployed,77439,726,4,0.22,0.54,0,25,20,16223,0,76409,13,480.97692307692313,1543.41,51.12,0,7,8,,
CUST_05455,27,Female,Married,High School,Employed,65523,655,9,0.08,0.36,0,7,106,15864,0,66944,22,429.78545454545457,1707.22,10.29,1,9,11,,
CUST_05456,55,Female,Divorced,High School,Employed,60718,538,2,0.86,0.17,1,22,182,14754,1,15789,17,895.5617647058823,2109.6,36.49,0,7,9,,
CUST_05457,68,Female,Married,Master,Employed,59472,651,7,0.69,0.81,1,13,65,17013,1,41376,23,735.5734782608695,1995.96,139.31,1,10,13,,
CUST_05458,38,Male,Married,Master,Unemployed,43425,759,4,0.12,0.33,0,10,171,9423,0,22569,19,530.0989474,1588.32,5.66,0,9,15,,
CUST_05459,36,Female,Single,High School,Self-employed,26372,625,4,0.26,0.52,0,21,41,3691,0,10744,16,436.833125,1121.54,77.66,1,9,12,,
CUST_05460,59,Female,Single,Bachelor,Employed,84851,671,8,0.86,0.51,4,8,11,29905,0,55963,15,469.68466666666666,1187.24,67.23,0,9,7,,
CUST_05461,24,Male,Married,High School,Employed,60186,617,3,0.96,0.74,0,9,90,16290,1,51072,18,408.65722222222223,834.46,26.48,0,9,11,,
CUST_05462,45,Female,Married,PhD,Employed,72324,642,5,0.79,0.68,0,8,73,27983,0,63726,26,402.4876923076923,1484.44,7.65,1,10,15,,
CUST_05463,52,Male,Married,Bachelor,Self-employed,54717,707,5,0.57,0.42,0,3,79,9869,0,26206,21,442.7719047619047,1431.15,2.24,0,9,13,,
CUST_05464,60,Male,Single,High School,Employed,54724,688,3,0.87,0.43,1,21,102,15060,1,40083,28,598.5567857142858,1764.05,43.09,0,10,14,,
CUST_05465,33,Male,Married,High School,Employed,53015,666,4,0.63,0.27,0,16,110,6767,1,28382,18,404.37666666666667,698.49,5.13,0,8,11,,
CUST_05466,65,Female,Married,Bachelor,Employed,57059,656,9,0.7,0.34,2,7,52,9362,0,32117,19,530.53,1374.82,8.72,0,8,13,,
CUST_05467,37,Female,Married,Bachelor,Employed,76912,643,3,0.83,0.71,1,5,168,24373,1,57111,17,395.45647058823533,1116.12,6.21,0,7,13,,
CUST_05468,69,Male,Divorced,Master,Employed,62000,662,9,0.35,0.56,0,11,49,17298,0,73766,25,448.5268,1668.44,6.56,0,10,14,,
CUST_05469,57,Female,Single,PhD,Employed,85221,707,1,0.78,0.05,1,19,60,33631,1,69427,24,566.9795833333334,1951.32,29.14,0,10,16,,
CUST_05470,26,Female,Married,Bachelor,Employed,42998,650,5,0.21,0.51,1,8,42,8815,0,15057,14,567.785,1469.14,38.93,0,6,11,,
CUST_05471,39,Female,Married,Master,Self-employed,57348,665,5,0.19,0.96,0,7,109,14792,0,20901,15,381.7566666666667,877.74,17.72,1,7,11,,
CUST_05472,33,Male,Married,Bachelor,Self-employed,59207,593,9,0.81,0.11,2,19,98,23673,1,88073,15,331.5293333333333,893.1,57.57,0,8,9,,
CUST_05473,46,Female,Married,Bachelor,Employed,70943,608,8,0.56,0.1,1,19,11,7958,1,16908,21,742.5571428571429,3650.85,51.81,0,9,11,,
CUST_05474,34,Female,Single,Bachelor,Employed,49499,719,7,0.41,0.67,0,28,70,13941,0,36808,23,406.85391304347826,2020.74,0.13,1,9,15,,
CUST_05475,51,Male,Married,High School,Self-employed,77293,691,1,0.52,0.96,2,3,148,30372,1,141974,16,489.32,1480.7,49.2,0,9,10,,
CUST_05476,24,Male,Single,High School,Employed,69541,675,7,0.98,0.03,1,0,16,12842,1,36594,22,351.2040909090909,1077.95,0.79,0,8,13,,
CUST_05477,59,Female,Single,Master,Employed,84002,705,2,0.89,0.34,1,10,10,8469,0,16282,24,432.23625,1476.03,75.72,0,9,14,,
CUST_05478,28,Male,Married,Bachelor,Employed,52392,666,9,0.51,0.07,2,2,194,9019,0,35115,19,455.6805263157895,1384.5,2.73,0,10,14,,
CUST_05479,45,Female,Married,PhD,Employed,35051,664,3,0.55,0.27,1,8,80,8610,0,34397,13,678.7007692307693,1592.75,2.49,0,7,12,,
CUST_05480,33,Male,Married,High School,Employed,74476,632,9,0.61,0.55,0,10,151,10436,0,51777,29,376.0527586206897,1336.72,9.11,0,9,16,,
CUST_05481,52,Female,Married,Bachelor,Employed,76400,662,5,0.79,0.44,0,27,38,20368,0,29768,23,491.8973913043478,1254.91,26.09,0,8,14,,
CUST_05482,58,Male,Married,Bachelor,Employed,25240,596,4,0.87,0.36,1,2,52,8184,1,17328,17,403.4594117647059,1131.93,13.48,0,8,13,,
CUST_05483,58,Male,Divorced,Bachelor,Employed,68489,604,5,0.15,0.21,0,15,25,9984,0,18048,19,593.1142105263158,2117.42,13.38,0,8,12,,
CUST_05484,48,Male,Divorced,PhD,Employed,64671,609,2,0.63,0.62,1,5,129,14009,1,45152,19,561.6805263157895,3201.67,11.1,0,10,14,,
CUST_05485,50,Female,Single,Bachelor,Employed,51844,731,8,0.23,0.58,0,20,138,12355,0,58495,20,619.2235,2571.22,16.44,0,9,13,,
CUST_05486,23,Female,Married,Bachelor,Self-employed,83343,649,8,0.62,0.66,2,8,38,24460,0,79789,16,630.0875,1518.48,18.9,0,7,10,,
CUST_05487,48,Male,Single,Bachelor,Self-employed,53652,667,8,0.17,0.79,1,17,43,15938,1,31735,25,537.6956,1923.16,38.06,1,9,13,,
CUST_05488,23,Male,Single,Master,Employed,85538,619,8,0.81,0.73,0,19,106,22432,0,57976,19,563.5147368421053,2014.05,10.67,2,7,12,,
CUST_05489,65,Female,Married,Bachelor,Employed,74076,641,7,0.66,0.96,1,18,28,8324,1,34063,13,377.3646153846154,1197.2,0.3,0,7,11,,
CUST_05490,54,Male,Divorced,Bachelor,Self-employed,70754,625,2,0.87,0.17,1,25,31,17863,1,54275,24,570.74625,2939.46,3.05,0,9,11,,
CUST_05491,36,Female,Divorced,Master,Self-employed,67302,587,8,0.94,0.95,0,28,97,7391,1,13567,23,653.7304347826087,2370.81,20.83,0,9,14,,
CUST_05492,42,Male,Single,High School,Unemployed,70991,610,6,0.93,0.17,0,13,18,25120,0,95092,26,698.1376923076922,2181.67,46.95,1,9,13,,
CUST_05493,52,Female,Married,PhD,Employed,51082,569,5,0.15,0.84,0,23,129,16406,0,62195,28,356.65999999999997,1322.3,3.62,0,10,17,,
CUST_05494,58,Female,Married,Master,Employed,42055,660,2,0.38,0.79,0,2,168,9924,1,48055,18,346.6033333333333,1048.39,0.28,0,8,13,,
CUST_05495,28,Female,Single,Bachelor,Unemployed,85504,698,3,0.48,0.67,1,12,69,22927,0,101217,16,512.4512500000001,2077.78,21.23,1,7,9,,
CUST_05496,28,Female,Married,Master,Employed,51487,632,4,0.79,0.71,2,27,60,11343,1,49803,16,542.2637500000001,1734.63,26.66,0,8,12,,
CUST_05497,26,Male,Married,Master,Employed,56818,674,4,0.01,0.69,1,6,56,18604,0,85730,17,450.25882352941176,1172.38,45.43,0,8,11,,
CUST_05498,34,Male,Single,Master,Employed,39883,636,5,0.93,0.53,1,11,138,15429,0,53995,27,658.0577777777777,2451.48,10.97,0,9,14,,
CUST_05499,52,Female,Married,High School,Employed,69274,693,2,0.41,0.03,0,0,104,22446,0,65346,25,417.28479999999996,1278.09,47.98,0,10,13,,
CUST_05500,55,Female,Single,Master,Employed,44076,642,9,0.63,0.58,2,8,169,10328,1,12306,22,503.9945454545454,1892.85,5.83,1,9,15,,
CUST_05501,30,Female,Single,High School,Employed,66221,723,9,0.98,0.39,0,0,112,9178,1,23670,10,537.1310000000001,1522.79,7.3,0,6,9,,
CUST_05502,23,Female,Single,High School,Unemployed,55146,630,9,0.88,0.27,1,10,132,10166,0,30496,10,469.302,1518.01,94.64,0,5,7,,
